0,0,1,0,0,19,4,0,0,0,0,0,0,0,4,1,0,0,0,0,1,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,2,6
0,0,0,2,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,2,0,0,0,0,0,9,0,0,4,0,0,0,2,2,1,0,0,0,1,0,0,5,0,0,9,0,0,3,4,0,0,0,0,6,0,0,0,3,3,1,0,3,0,0,1,0,0,0,0,30,0,0,0,0,12,0,0,3,0,0,0,2,0,0,0,0,4,0,4,4,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,5
2,0,4,0,0,0,0,2,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,4,2,7,0,5,0,0,0,1,0,0,0,0,2,0,0,0,2,0,15,0,0,0,0,0,0,0,1,0,5,0,1,1,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,20,0,2,0,0,3
0,4,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,1,1,0,1,0,0,0,0,0,7,0,0,5,2,0,15,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,13,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0
0,0,5,0,0,3,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,2,0,2,4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,7,0,0,0,0,0,0,0,4,0,2,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,13,0,0,0,0,0,8,7,0,2,2,0,0,0,0,1,0,5
0,0,0,0,0,1,0,0,24,0,0,0,6,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,4,0,0,7,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,1,1,18,0,0,0,1,2,0,0,0,0,1,25,3,1,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,5,2,0,0,1,0,0,0,1,2,0,0,0,7,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,7,18,0,0,0,20,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,17,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,24,0,2,0,0,1,0,0,0,0,0,0,7,0,0,0,0
0,0,0,8,0,4,6,0,0,0,1,0,3,0,0,0,37,1,0,0,0,0,0,0,6,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
0,3,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,2,4,0,0,0,0,0,2,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0
