4,0,0,6,4,8,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,20,3,0,0,1,0,0,24,4,0,1,0,0,0,0,0,21,0,0,1,3,0,0,0,0,0,3,0,0,0,6,0,0,0,2,0,2,2,0,0,1,4,0,0,2,3,0,3,0,0,6,2,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,8,0,0,0,0,2
0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,2,1,0,0,0,0,38,2,0,0,15,3,2,3,0,0,0,0,5,6,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,1,0,7,0,8,0
0,0,0,7,0,2,29,2,0,0,0,28,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,4,0,0,0,18,2,3,6,0,0,0,21,10,14,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,1,7,0,0,1,3,0,0,0,0,0,0,3,0,0,2,29,0,0,0,0,0,8,10,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,5,0,0,0,1,5,0,0,0,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,5,0,0,0,0,0,0,5,7,0,7,36,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,10,0,2,1,0,0,0,10,0,0,0,0,7,0,1,0,1,0,1,0,0,13,1,1,0,0,0,0,0,20,0,0,27,0,0,0,1,2,0,8,0,0,0,0,1,0,0,1,0
1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,41,0,0,0,0,3,0,0,0,0,1,0,0,50,1,0,0,8,1,0,0,0,0,22,0,0,7,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,23,0,0,0,6,0,4,0,4,0,0,0
0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,5,1,0,0,13,0,0,2,0,2,0,0,0,0,23,0,2,2,0,2,0,2,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,17,0,0,0,0,0,0,14,0,56,0,0,35,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,7,0,2,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,0,0,44,0,0,0,0,0,1,0,1,1,0,49,0,19,0,0,0,1,0,0,0,1,9,1,0,1,0,0,0,0,11,20,5,5,0,20,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,9,0,0,4,3,1,0,2,0,0,8,0,0,0,59,0,0,0,0,0,6,0,0,3,9,0,0,0,27,0,0,0,0,0,3,2,0,0
1,11,0,0,0,0,0,0,0,0,0,0,13,1,7,11,0,0,2,5,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,61,0,0,0,0,0,0,0,0,0,0,12,0,10,4,0,0,0,3,0,0,0,6,0,0,0,1,36,32,0,0,0,17,0,10,0,0,0,1,0,15,0,1,0,0,0,0,0,0,1,0,5,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,45,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,14,0,25,0,0,0,27,13,42,12,0,0,0,2,0,0,0,5,0,0,5,0,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,0,4,1,1,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,2,13,0,0
