0,13,0,0,0,0,0,0,0,10
5,4,2,0,0,0,0,0,0,0
4,6,0,1,0,9,1,0,0,0
0,0,0,1,14,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0
4,0,0,3,0,0,0,0,7,2
0,0,0,0,2,1,0,0,0,0
0,0,0,3,0,2,0,0,0,0
0,9,5,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,2,0
1,0,0,2,0,7,0,0,0,6
1,11,0,0,0,4,0,0,0,0
0,0,1,0,0,0,2,15,0,0
0,0,0,0,4,0,0,0,0,0
0,0,13,2,0,0,2,0,0,0
0,0,0,2,0,0,0,0,0,0
12,4,0,6,0,0,3,0,5,0
0,0,0,0,2,14,10,0,0,6
0,0,10,0,0,0,0,0,0,1
0,0,0,0,0,0,18,22,0,2
0,5,0,0,0,0,0,0,0,0
0,0,0,22,0,0,6,83,0,0
3,0,25,0,0,0,0,0,0,21
0,2,0,0,0,0,1,0,2,0
0,0,0,0,0,1,0,0,0,0
4,0,35,0,0,0,0,0,14,0
0,0,0,0,2,0,0,0,0,0
8,0,0,0,1,0,1,0,0,0
2,0,2,0,0,0,1,0,0,0
1,0,0,1,0,0,0,1,0,0
1,0,2,0,0,0,0,2,3,0
0,0,0,0,0,90,17,0,1,0
0,24,0,4,0,0,20,0,0,0
0,0,0,0,3,2,0,0,0,0
7,0,0,0,2,5,2,0,4,0
0,0,17,0,0,0,0,0,2,1
0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,23,0,0,0,6
0,38,0,0,1,5,4,2,0,0
0,0,0,0,0,0,0,0,63,0
0,0,1,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0,0,0
0,0,0,0,4,10,0,0,0,0
0,0,0,2,0,0,0,6,0,0
0,0,0,0,0,0,0,0,1,25
0,10,0,4,0,0,3,1,0,0
0,22,0,0,10,0,0,0,0,0
0,36,0,0,36,12,1,8,0,5
0,0,0,1,0,0,0,0,4,0
3,1,24,0,0,9,1,0,0,16
23,0,0,1,0,0,0,0,0,0
3,0,0,0,0,3,0,0,1,2
0,1,18,0,10,0,0,0,0,26
0,0,0,0,17,0,0,0,0,1
2,0,0,0,7,0,11,4,0,0
0,0,0,0,0,0,0,4,0,0
1,0,0,3,0,1,6,3,0,0
41,0,23,0,4,3,0,0,0,0
0,0,0,9,0,0,0,0,0,0
0,0,1,0,0,2,0,0,0,0
0,0,10,0,0,15,0,0,2,0
0,0,0,0,1,0,0,1,0,0
0,4,0,0,0,4,1,0,0,0
0,0,0,0,0,4,5,25,0,0
0,0,2,4,0,0,1,0,0,0
1,0,13,0,1,0,1,0,0,0
22,0,0,90,22,0,4,1,0,0
0,0,0,0,0,0,0,0,0,41
0,0,0,0,0,0,0,0,0,31
22,0,0,0,0,0,6,0,0,2
2,0,0,0,0,0,2,0,0,0
2,0,0,0,7,0,29,8,0,0
0,0,2,0,15,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0
2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0
0,0,3,0,0,0,0,0,2,3
19,0,0,0,16,0,0,21,0,0
2,0,1,5,10,0,0,0,5,0
7,0,0,9,0,0,0,4,0,0
3,0,0,0,0,1,0,0,0,1
0,0,0,0,33,0,0,0,10,0
0,0,7,0,0,0,0,0,0,1
0,0,0,5,0,7,0,0,0,0
0,1,0,0,3,0,0,0,0,0
0,1,11,0,0,2,0,0,0,1
0,12,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,36,0,0
0,0,1,0,4,0,0,0,77,10
0,0,9,0,0,0,0,12,0,0
29,1,0,0,0,0,0,0,0,3
0,31,0,14,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0
0,19,0,0,0,2,0,2,0,0
0,0,6,13,0,2,32,4,0,0
4,0,0,1,0,0,0,0,0,0
0,3,0,0,0,0,11,0,3,0
0,1,0,0,0,0,0,0,0,1
0,0,20,0,0,12,9,2,0,25
6,0,0,4,0,0,40,0,10,0
