14,46,14,18,8,10,5,32,2,2
1,0,4,48,14,24,1,31,2,29
4,37,88,1,4,7,22,18,6,21
5,7,4,0,25,4,0,2,26,0
3,6,23,1,2,2,0,0,11,8
6,7,9,1,1,3,39,45,40,9
0,2,0,4,10,0,0,0,1,1
1,1,1,0,4,0,10,25,0,2
0,0,4,4,9,6,34,12,8,3
36,45,11,6,7,13,31,11,2,0
1,0,16,4,24,13,0,0,1,9
15,0,14,16,4,0,17,46,0,4
55,25,29,1,5,8,26,0,3,4
1,10,0,33,9,3,0,48,13,0
11,0,4,0,1,27,9,4,1,1
1,20,5,4,0,0,1,60,0,0
1,7,0,0,19,7,33,44,1,13
3,24,27,0,2,29,4,0,4,0
8,2,9,4,17,6,11,1,13,8
7,3,0,76,3,0,28,6,1,13
2,13,1,0,9,0,5,1,3,2
1,0,3,0,8,0,1,1,39,30
8,6,3,0,19,4,29,21,8,0
0,0,13,15,4,31,6,0,0,2
6,4,10,4,3,2,2,22,4,6
0,5,4,0,0,0,0,2,5,0
4,0,0,14,2,2,5,1,1,2
0,3,7,0,10,0,0,0,3,1
23,2,3,7,5,20,9,10,16,37
20,5,7,8,43,0,12,2,4,5
0,50,1,17,4,2,7,4,24,4
0,1,4,18,0,17,72,31,13,20
13,1,0,19,18,27,11,9,0,14
0,12,1,20,0,0,1,0,17,0
5,14,9,0,0,6,8,50,5,23
5,2,24,6,5,23,1,3,4,90
8,41,4,9,27,37,3,1,8,57
1,4,30,1,28,3,1,20,20,0
16,24,0,4,0,16,9,6,0,0
3,0,0,0,10,2,17,4,1,0
38,7,13,17,21,9,1,20,0,35
6,18,4,12,34,17,0,9,9,6
1,5,24,0,18,42,4,1,0,3
25,30,38,0,11,8,9,10,7,12
14,19,14,0,0,10,5,2,0,0
46,8,11,0,33,7,27,10,1,0
0,11,2,8,0,0,17,12,25,1
13,53,5,2,0,4,16,0,20,3
19,8,1,0,9,4,1,0,11,5
1,0,0,0,20,2,0,3,16,3
31,10,28,3,0,5,1,12,1,1
0,16,1,3,44,3,16,0,50,18
8,5,11,22,6,7,10,0,20,7
32,13,0,29,7,1,22,7,2,7
0,0,1,1,7,6,0,5,31,1
2,4,0,0,3,0,0,0,1,4
2,2,16,4,4,21,1,0,18,1
17,0,3,8,1,21,10,4,20,11
9,48,0,10,8,22,52,31,1,14
1,4,2,18,7,1,0,2,10,4
4,2,20,4,0,4,1,3,3,1
0,1,39,9,36,0,0,9,8,10
1,0,15,7,37,14,0,21,0,32
32,0,0,3,0,0,0,3,9,22
7,2,4,8,7,0,3,3,4,9
19,19,11,45,8,0,0,7,12,5
5,9,6,16,2,4,0,5,26,13
4,31,62,5,14,20,0,6,1,29
1,0,0,0,0,65,1,0,15,1
0,17,0,0,4,0,9,1,0,31
0,16,4,9,0,0,78,8,13,0
5,1,0,59,0,7,33,0,0,2
3,1,1,0,8,0,27,0,4,4
7,25,30,1,1,4,11,7,11,3
3,1,2,27,6,1,4,15,1,43
0,20,3,25,0,2,12,84,12,11
6,33,6,9,11,0,6,1,4,2
0,0,22,18,3,0,7,3,12,0
0,4,3,0,6,0,37,4,4,0
3,34,12,0,2,0,0,0,3,22
0,29,0,1,7,2,0,0,3,6
6,15,19,50,23,20,31,0,7,4
5,1,21,0,3,10,0,3,41,0
34,7,0,9,32,4,17,15,0,2
8,0,10,12,8,1,6,17,21,0
5,1,6,1,0,0,10,0,0,3
0,0,2,2,2,0,1,6,22,9
21,6,48,0,0,4,0,0,3,3
36,8,5,0,1,5,57,7,16,2
0,0,4,1,0,1,1,33,15,14
4,7,24,2,6,16,0,0,1,75
0,43,0,10,7,3,6,70,29,12
0,2,26,4,12,0,2,12,1,8
16,20,4,2,1,6,3,19,1,0
18,2,8,13,2,5,0,1,5,3
52,9,4,0,0,3,0,6,0,0
2,29,2,9,3,0,12,82,7,11
2,24,13,21,11,0,14,14,10,2
7,11,0,2,24,26,2,20,5,15
1,11,11,18,3,0,6,0,0,26
5,3,1,1,21,6,0,0,0,0
11,7,1,0,40,5,6,0,37,33
0,0,3,9,1,0,6,1,5,13
0,14,0,0,9,7,2,4,7,45
0,5,4,11,7,4,9,1,0,13
0,21,16,5,0,14,1,11,1,1
0,0,0,4,2,21,1,0,2,13
27,4,0,11,4,12,1,4,52,1
0,7,0,1,3,7,4,2,0,0
2,43,20,0,42,2,27,24,6,3
14,0,9,8,3,0,0,1,0,1
25,2,0,28,17,2,1,3,1,0
1,19,7,1,0,1,5,7,0,8
13,15,3,0,0,10,5,5,4,4
4,4,3,0,0,0,1,21,31,13
15,5,22,0,13,0,31,1,3,6
11,4,56,21,8,4,21,17,11,58
0,9,1,20,11,12,16,11,12,0
1,47,10,6,42,2,0,82,8,13
0,21,0,3,0,13,1,12,4,32
0,0,3,17,4,2,1,34,4,5
10,64,8,20,9,50,0,37,0,0
5,0,8,49,25,6,0,2,7,35
5,24,13,3,3,0,2,0,2,0
0,9,33,1,62,2,0,0,33,13
3,1,19,6,1,0,4,34,11,63
52,0,2,10,5,0,5,43,16,23
28,12,0,0,19,1,16,0,20,3
13,12,6,15,2,1,2,0,3,0
17,20,0,15,24,13,0,5,17,54
21,16,0,7,23,0,20,0,4,10
13,0,68,0,6,5,44,0,10,3
1,26,0,3,21,1,0,9,5,0
0,0,17,3,5,5,13,12,10,6
35,1,8,15,0,8,25,2,22,31
0,15,49,12,2,55,1,18,3,0
5,0,4,64,3,5,10,10,0,3
0,14,7,0,6,25,35,0,32,10
0,85,8,2,33,0,22,4,4,32
2,2,13,13,17,14,2,0,27,1
1,3,15,1,0,0,60,14,2,11
1,2,77,6,0,0,13,35,10,0
9,4,0,13,9,7,0,0,3,6
2,0,1,0,13,0,19,3,2,3
1,12,2,18,14,7,1,3,3,0
31,0,38,0,4,3,0,4,5,1
29,6,51,5,1,5,19,51,11,56
13,1,3,0,0,1,0,2,5,4
2,5,30,17,7,17,17,16,5,8
0,27,46,34,12,22,2,11,38,1
0,1,0,0,1,8,0,33,13,13
0,13,20,0,0,10,0,2,3,1
0,0,3,0,11,0,5,2,10,0
70,3,0,11,0,7,0,70,1,9
2,0,4,1,3,6,1,1,36,1
0,2,0,0,5,24,4,0,15,61
4,1,0,0,8,18,6,21,3,33
18,1,8,16,12,2,0,0,24,3
38,0,0,0,0,3,2,4,11,5
3,13,1,6,49,48,0,2,17,14
10,51,7,0,26,10,0,1,30,32
16,5,3,2,1,0,0,10,8,2
0,7,0,12,0,4,1,9,1,7
0,18,14,0,0,24,14,8,24,31
37,1,1,2,0,2,0,11,44,41
6,0,17,3,3,0,14,5,5,4
17,6,6,0,48,0,0,14,1,8
21,16,5,0,48,21,0,9,3,3
2,2,0,3,14,3,0,14,1,3
1,3,1,1,3,0,0,6,24,3
51,51,0,47,2,0,0,17,7,16
0,5,1,2,1,38,12,45,0,0
0,4,0,0,20,27,14,10,1,19
6,2,0,6,0,0,0,14,27,9
1,27,7,2,2,1,9,1,22,17
2,33,1,7,3,0,4,3,0,0
13,1,1,1,44,14,16,12,1,4
10,47,1,15,36,7,0,1,13,0
6,3,6,3,5,1,2,2,0,10
37,2,0,3,10,24,35,4,1,3
0,1,1,10,4,0,28,1,31,0
2,21,3,28,11,19,2,7,4,17
10,5,27,49,0,9,5,1,0,0
0,6,6,23,5,14,5,60,118,4
1,0,13,11,4,8,5,0,4,51
27,13,7,0,27,10,1,1,23,0
102,10,0,0,0,0,12,1,1,11
2,1,0,1,0,5,28,12,0,5
3,9,27,1,1,6,0,0,19,0
11,0,0,21,9,21,0,18,7,3
16,1,4,62,6,0,0,0,1,0
1,20,5,12,0,3,0,0,1,0
0,1,2,8,12,5,7,50,0,0
1,17,4,0,8,0,1,13,1,2
4,2,0,5,1,32,12,0,0,5
3,0,4,3,11,5,2,6,7,25
0,1,0,16,0,0,0,0,0,0
69,2,2,2,7,31,0,0,8,19
6,2,36,33,0,0,6,18,3,6
0,14,0,0,16,11,5,5,0,14
54,29,5,8,0,12,0,1,9,10
35,4,15,0,5,9,0,1,2,4
2,2,1,5,19,7,2,0,1,15
2,25,0,2,8,0,0,2,7,0
3,2,0,2,8,3,17,25,25,2
0,8,1,2,1,1,1,3,1,8
6,5,0,49,28,18,4,6,5,0
18,27,10,0,0,21,4,1,0,30
21,2,0,4,0,0,0,0,16,17
9,5,16,4,35,7,26,31,7,0
9,5,3,41,3,5,6,22,24,9
4,102,4,17,1,8,3,3,7,0
12,39,9,4,2,13,0,10,5,4
0,2,1,8,1,1,26,2,3,1
5,2,2,3,0,2,0,0,0,0
6,4,6,66,25,9,6,67,3,0
5,1,35,4,9,0,3,8,13,0
3,3,7,16,1,41,10,0,1,12
2,4,0,0,6,0,5,0,7,1
26,0,1,7,27,9,1,4,5,10
1,53,0,16,0,10,1,3,31,0
0,3,15,5,6,0,2,4,0,19
2,37,31,0,27,10,5,0,0,2
1,13,10,1,0,0,28,0,46,0
12,14,49,7,3,14,1,7,2,19
1,0,2,10,19,0,8,2,6,16
2,1,2,0,3,4,5,0,1,0
30,1,5,5,3,0,136,0,0,5
0,0,14,32,0,0,9,3,22,34
16,1,3,49,6,0,19,0,4,27
1,7,9,30,2,0,7,20,5,11
4,31,22,41,0,0,0,1,4,20
12,21,0,6,0,0,10,7,0,28
1,11,0,2,18,1,3,2,2,1
4,21,1,8,5,6,1,17,2,24
0,0,14,0,1,3,7,3,5,90
10,0,2,15,0,12,16,2,0,19
65,0,9,2,0,10,13,0,16,0
3,0,19,3,0,1,2,13,0,8
21,3,25,14,0,20,25,17,15,22
14,14,15,1,1,1,46,4,52,54
5,40,17,18,0,14,34,1,0,3
